discretionary_income,debt_to_income_ratio,monthly_expense_burden_ratio,emergency_fund_months,saving_to_income_ratio,average_rating,rating_number,rating_variance
-24220.49,26.583338748456686,27.23138822102367,0.0584139329608894,1.5906924859748304,1.0,2,0.0
1304.05,0.0,0.4206796979120391,4.959480437193093,2.086352732119058,4.4,778,1.3913406761
-5708.4,3.472304082078149,4.115258677144728,0.5063216104392108,2.0836444007858548,4.3,36,0.5
1608.17,0.0,0.3272606338475954,4.193158722245657,1.3722557812656873,1.6,2,0.0
252.42,0.0,0.49516,11.234590839324662,5.56292,4.4,5,0.0
-43897.02,21.436872142794748,22.303235011501616,0.0790511253851376,1.7630958273884052,4.5,14,0.0
483.51,0.0,0.6827820130952225,3.553919920054578,2.426552597394077,3.7,9,0.7071067812
457.56,0.0,0.6914237157828718,0.8446427700560839,0.5840060425813153,4.1,12,0.0
868.02,0.0,0.7076783188522934,4.575526558737591,3.238000942951438,4.3,16,0.5
406.2399999999998,0.0,0.8105586151901922,3.119200078243209,2.5282944959219558,3.5,3,2.0816659995
-4079.19,1.7469981488423498,2.5764559026422478,0.5267761251342481,1.3572154569731445,1.0,2,0.0
220.91000000000008,0.0,0.8643642168600724,4.875435967012126,4.214152391477866,3.0,1,0.0
-4691.43,2.624711611333727,2.964363325754626,0.8391245391753887,2.4874700096722733,3.6,94,1.6468804817
-607.8899999999999,0.627464464108939,1.4593708201404054,0.8359206710853356,1.2199182353341242,4.4,299,1.4611861398000001
942.21,0.0,0.6847013864023478,3.6304726064219737,2.4857896269128705,3.6,28,1.3333333333000001
-1735.81,1.9456470357388127,2.5481854101445784,0.8684914245712286,2.2130771769280853,5.0,1,0.0
338.85,0.0,0.3223,14.067328575860998,4.5339,4.5,3,0.0
1210.99,0.0,0.3942748244332846,8.783038376149698,3.462930913747224,4.6,118,0.0
-33323.130000000005,16.983664253602075,17.682752095160854,0.2816487493555458,4.980325012766213,3.9,26,1.2732056517
1045.21,0.0,0.6108978821462209,3.188208409506399,1.9476697652082304,3.5,103,1.6836662183
1027.4,0.0,0.3720432736385307,8.084343683259403,3.007725689138806,2.0,2,0.0
594.26,0.0,0.6823056443593829,5.870710188986743,4.005618698343794,4.0,4,1.0
-8053.699999999999,4.322529455692001,5.176537089279787,0.2460313643931789,1.2735904829074012,5.0,2,0.0
1132.9,0.0,0.525739187950284,3.9177781139767656,2.05972948421154,4.4,4,0.0
-20481.270000000004,12.677857902111418,13.36970937817075,0.0517856279726774,0.6923587959607673,5.0,3,0.0
201.5,0.0,0.597,5.324020100502513,3.17844,3.6,8,2.0
273.58000000000004,0.0,0.4528399999999999,2.982952036039219,1.3508,5.0,1,0.0
-1020.47,1.1332160698872702,1.667270420840635,3.670392463693089,6.119536787591871,1.0,1,0.0
63.24000000000001,0.0,0.87352,4.623225570107153,4.03848,4.0,3,1.4142135624
280.21000000000004,0.0,0.8664159074765331,3.738392886619493,3.239003065364244,2.9,2,0.0
-9594.03,3.925373687294969,4.231335843667693,0.1686089966719971,0.7134412911830681,4.6,10,0.5773502692
-912.06,1.2588955519395546,2.0378352544918696,0.4878969439434465,0.9942535929267988,4.4,59,1.4638501094
937.9699999999998,0.0,0.5647248815484782,4.323143674193866,2.441386799326184,1.0,1,0.0
626.31,0.0,0.3947409111115406,3.886992924817,1.5343551286263748,4.0,89,1.0383878547
844.8200000000002,0.0,0.6905568599297469,1.4888055545241898,1.02810488877819,4.1,39,1.4832396974
585.41,0.0,0.6019216776939867,3.185363428907115,1.917339299192841,4.6,14,1.0
569.87,0.0,0.6170305706202159,1.7238825477041038,1.0636882320920948,1.0,1,0.0
-11859.190000000002,4.551299096532003,5.0325173671915655,0.5340390051945665,2.687560568399362,4.5,70,0.6708203932
-3021.5000000000005,1.3518270466163418,2.1799554026453807,0.7774027756131553,1.6947033807294123,4.6,22,0.0
257.24,0.0,0.48552,7.845979568297908,3.80938,3.5,9,1.303840481
-1770.42,3.638938779699287,4.0283778929542775,0.4296335927780113,1.7307264672174612,4.5,23,1.8348478593
481.53,0.0,0.4774384685505925,4.187975906352995,1.9995008030559531,4.5,545,1.3260376741
876.44,0.3682194368646735,0.6714893999820084,3.763346506798848,2.527047287774746,4.8,8,0.0
402.74,0.0,0.7896765298768578,4.009390789090814,3.16612180524947,3.9,10,0.0
890.1700000000001,0.0,0.6629293044038017,5.578627201224632,3.698235450035973,4.3,891,1.4684894704
